,ID,Customer ID,Region,Store,Date,Week,Phone Type,Phone Model,Agreement,Tenure,Credit Category,Down payment,Per Month for phone,Plan For,Type,Plan Name,Line,per month for plan ,Price
177,178,###,South,Store 19,3/28/2017,13,Apple,iPhone 6S Plus,Installment,24,Building Credit,100,22.09,Phone,Regular,Unlimited Freedom,1,60,122.09
178,179,###,North East,Store 13,1/8/2017,2,Android,LG Stylo 3,Installment,24,Building Credit,25,9.96,Phone,Regular,Unlimited Freedom,1,60,34.96
179,180,###,South,Store 3,3/11/2017,10,Android,LG G6,Installment,24,Good Credit,0,14.75,Phone,Regular,Unlimited Freedom,3,90,14.75
180,181,###,South,Store 11,2/13/2017,7,Apple,iPhone 6S,Installment,24,Building Credit,75,18.96,Phone,Promo,Unlimited Freedom,1,50,93.96
181,182,###,South,Store 7,3/15/2017,11,Apple,iPhone 7,Lease,18,Building Credit,150,18.76,Phone,Promo,Unlimited Freedom,1,50,168.76
182,183,###,South,Store 11,2/28/2017,9,Android,Samsung S8,Lease,18,Building Credit,225,18.75,Phone,Regular,Unlimited Freedom,1,60,243.75
183,184,###,South,Store 3,3/21/2017,12,Apple,iPhone 7 Plus,Installment,24,Building Credit,200,23.75,Phone,Regular,Unlimited Freedom,4,120,223.75
184,185,###,South,Store 7,2/19/2017,8,Android,Samsung J7 Perx,Installment,24,Building Credit,25,9.96,Phone,Regular,Unlimited Freedom,2,80,34.96
185,186,###,South,Store 11,2/27/2017,9,Apple,iPhone 7 Plus,Lease,18,Building Credit,200,20.98,Phone,Regular,Unlimited Freedom,5,150,220.98
186,187,###,North East,Store 1,1/24/2017,4,Android,Samsung S8,Installment,24,Building Credit,225,21.88,Phone,Regular,Unlimited Freedom,4,120,246.88
187,188,###,North East,Store 1,3/25/2017,12,Android,Samsung S8,Lease,18,Building Credit,225,18.75,Phone,Regular,Unlimited Freedom,1,60,243.75
188,189,###,South,Store 3,3/19/2017,12,Android,Samsung S8,Lease,18,Good Credit,0,31.25,Phone,Regular,Unlimited Freedom,2,80,31.25
189,190,###,West,Store 20,2/2/2017,5,Android,HTC Bolt,Installment,24,Good Credit,0,25,Phone,Regular,Unlimited Freedom,4,120,25
190,191,###,North East,Store 5,1/13/2017,2,Android,Samsung S8,Installment,24,Building Credit,225,21.88,Phone,Regular,Unlimited Freedom,1,60,246.88
191,192,###,Midwest,Store 2,1/27/2017,4,Android,HTC 10,Installment,24,Good Credit,0,24,Phone,Regular,Unlimited Freedom,1,60,24
192,193,###,Midwest,Store 10,3/19/2017,12,Android,Samsung J7 Perx,Installment,24,Building Credit,25,9.96,Phone,Regular,Unlimited Freedom,2,80,34.96
193,194,###,North East,Store 1,1/16/2017,3,Apple,iPhone 7 Plus,Installment,24,Good Credit,0,32.09,Phone,Promo,Unlimited Freedom,5,120,32.09
194,195,###,West,Store 4,1/4/2017,1,Android,HTC Bolt,Installment,24,Building Credit,50,22.92,Phone,Regular,Unlimited Freedom,2,80,72.92
195,196,###,West,Store 20,2/15/2017,7,Apple,iPhone 6S Plus,Installment,24,Building Credit,100,22.09,Phone,Regular,Unlimited Freedom,5,150,122.09
196,197,###,South,Store 15,3/11/2017,10,Android,Samsung S8+,Installment,24,Good Credit,0,35.42,Phone,Regular,Unlimited Freedom,1,60,35.42
197,198,###,Midwest,Store 14,2/7/2017,6,Android,Samsung S8,Lease,18,Building Credit,225,18.75,Phone,Regular,Unlimited Freedom,4,120,243.75
198,199,###,South,Store 11,1/27/2017,4,Android,Samsung S8+,Installment,24,Good Credit,0,35.42,Phone,Promo,Unlimited Freedom,5,120,35.42
199,200,###,West,Store 12,2/21/2017,8,Apple,iPhone 7,Installment,24,Good Credit,0,27.09,Phone,Regular,Unlimited Freedom,4,120,27.09
200,201,###,Midwest,Store 6,3/1/2017,9,Android,Samsung S8+,Installment,24,Good Credit,0,35.42,Phone,Regular,Unlimited Freedom,3,90,35.42
201,202,###,West,Store 4,2/5/2017,6,Apple,iPhone 7,Lease,18,Building Credit,150,18.76,Phone,Regular,Unlimited Freedom,2,80,168.76
202,203,###,Midwest,Store 2,2/2/2017,5,Android,Samsung J7 Perx,Installment,24,Building Credit,25,9.96,Phone,Promo,Unlimited Freedom,5,120,34.96
203,204,###,South,Store 7,2/26/2017,9,Android,Samsung S8,Lease,18,Building Credit,225,18.75,Phone,Regular,Unlimited Freedom,3,90,243.75
204,205,###,Midwest,Store 14,2/24/2017,8,Android,Samsung S8,Installment,24,Good Credit,0,31.25,Phone,Promo,Unlimited Freedom,1,50,31.25
205,206,###,West,Store 16,1/6/2017,1,Apple,iPhone 6S Plus,Installment,24,Building Credit,100,22.09,Phone,Regular,Unlimited Freedom,4,120,122.09
206,207,###,West,Store 20,1/26/2017,4,Android,LG G6,Installment,24,Building Credit,200,6.42,Phone,Regular,Unlimited Freedom,4,120,206.42
207,208,###,West,Store 8,1/22/2017,4,Apple,iPhone 7 Plus,Installment,24,Building Credit,200,23.75,Phone,Regular,Unlimited Freedom,5,150,223.75
208,209,###,North East,Store 13,2/12/2017,7,Android,Samsung S8,Lease,18,Building Credit,225,18.75,Phone,Regular,Unlimited Freedom,2,80,243.75
209,210,###,North East,Store 5,3/1/2017,9,Apple,iPhone 6S Plus,Installment,24,Good Credit,0,26.25,Phone,Regular,Unlimited Freedom,2,80,26.25
210,211,###,North East,Store 17,1/12/2017,2,Android,Samsung S8,Lease,18,Building Credit,225,18.75,Phone,Regular,Unlimited Freedom,2,80,243.75
211,212,###,Midwest,Store 2,1/11/2017,2,Android,Samsung J7 Perx,Installment,24,Good Credit,0,11,Phone,Regular,Unlimited Freedom,3,90,11
212,213,###,Midwest,Store 18,2/5/2017,6,Android,HTC Bolt,Installment,24,Good Credit,0,25,Phone,Regular,Unlimited Freedom,2,80,25
213,214,###,North East,Store 9,2/26/2017,9,Android,Samsung S8+,Installment,24,Good Credit,0,35.42,Phone,Regular,Unlimited Freedom,4,120,35.42
214,215,###,West,Store 8,2/25/2017,8,Android,Samsung S8+,Installment,24,Good Credit,0,35.42,Phone,Regular,Unlimited Freedom,2,80,35.42
215,216,###,West,Store 4,2/8/2017,6,Android,Samsung J3 Emerge,Installment,24,Building Credit,25,5.96,Phone,Promo,Unlimited Freedom,1,50,30.96
216,217,###,North East,Store 1,2/6/2017,6,Android,Samsung S8,Installment,24,Good Credit,0,31.25,Phone,Regular,Unlimited Freedom,5,150,31.25
217,218,###,South,Store 7,2/24/2017,8,Apple,iPhone 7,Installment,24,Building Credit,150,20.84,Phone,Regular,Unlimited Freedom,5,150,170.84
218,219,###,South,Store 19,2/2/2017,5,Apple,iPhone 6S,Installment,24,Good Credit,0,22.09,Phone,Promo,Unlimited Freedom,1,50,22.09
219,220,###,South,Store 19,1/16/2017,3,Android,LG Stylo 3,Installment,24,Building Credit,25,9.96,Phone,Regular,Unlimited Freedom,2,80,34.96
220,221,###,North East,Store 13,2/27/2017,9,Apple,iPhone 7 Plus,Installment,24,Good Credit,0,32.09,Phone,Regular,Unlimited Freedom,1,60,32.09
221,222,###,North East,Store 5,3/1/2017,9,Android,Samsung S8+,Installment,24,Building Credit,250,25,Phone,Regular,Unlimited Freedom,4,120,275
222,223,###,South,Store 3,2/19/2017,8,Android,HTC 10,Installment,24,Good Credit,0,24,Phone,Regular,Unlimited Freedom,4,120,24
223,224,###,Midwest,Store 6,1/22/2017,4,Android,Samsung S8+,Lease,18,Building Credit,250,21.54,Phone,Regular,Unlimited Freedom,4,120,271.54
224,225,###,West,Store 20,3/14/2017,11,Android,HTC 10,Installment,24,Good Credit,0,24,Phone,Regular,Unlimited Freedom,2,80,24
225,226,###,North East,Store 13,1/25/2017,4,Android,HTC Bolt,Installment,24,Building Credit,50,22.92,Phone,Regular,Unlimited Freedom,4,120,72.92
226,227,###,South,Store 7,2/1/2017,5,Apple,iPhone 7 Plus,Lease,18,Building Credit,200,20.98,Phone,Regular,Unlimited Freedom,5,150,220.98
227,228,###,North East,Store 17,2/8/2017,6,Apple,iPhone 7 Plus,Installment,24,Good Credit,0,32.09,Phone,Regular,Unlimited Freedom,1,60,32.09
228,229,###,South,Store 19,3/23/2017,12,Android,LG Stylo 3,Installment,24,Good Credit,0,11,Phone,Promo,Unlimited Freedom,1,50,11
229,230,###,West,Store 20,2/7/2017,6,Android,Samsung S8+,Lease,18,Good Credit,0,35.42,Phone,Regular,Unlimited Freedom,1,60,35.42
230,231,###,North East,Store 9,2/18/2017,7,Apple,iPhone 7 Plus,Lease,18,Building Credit,200,20.98,Phone,Regular,Unlimited Freedom,5,150,220.98
231,232,###,North East,Store 17,1/20/2017,3,Android,Samsung S8,Lease,18,Good Credit,0,31.25,Phone,Promo,Unlimited Freedom,5,120,31.25
232,233,###,North East,Store 1,3/15/2017,11,Apple,iPhone 7 Plus,Lease,18,Good Credit,0,32.09,Phone,Promo,Unlimited Freedom,5,120,32.09
233,234,###,North East,Store 13,2/26/2017,9,Apple,iPhone 6S Plus,Installment,24,Good Credit,0,26.25,Phone,Regular,Unlimited Freedom,5,150,26.25
234,235,###,North East,Store 5,2/3/2017,5,Apple,iPhone 7 Plus,Installment,24,Good Credit,0,32.09,Phone,Regular,Unlimited Freedom,5,150,32.09
235,236,###,South,Store 15,2/23/2017,8,Apple,iPhone 7,Installment,24,Good Credit,0,27.09,Phone,Regular,Unlimited Freedom,4,120,27.09
236,237,###,West,Store 12,3/10/2017,10,Apple,iPhone 6S,Installment,24,Building Credit,75,18.96,Phone,Regular,Unlimited Freedom,3,90,93.96
237,238,###,Midwest,Store 2,3/28/2017,13,Android,HTC Bolt,Installment,24,Good Credit,0,25,Phone,Regular,Unlimited Freedom,3,90,25
238,239,###,North East,Store 1,2/15/2017,7,Android,HTC 10,Installment,24,Good Credit,0,24,Phone,Promo,Unlimited Freedom,1,50,24
239,240,###,South,Store 7,1/7/2017,1,Apple,iPhone 7 Plus,Lease,18,Building Credit,200,20.98,Phone,Regular,Unlimited Freedom,5,150,220.98
240,241,###,West,Store 20,1/14/2017,2,Apple,iPhone 7 Plus,Installment,24,Building Credit,200,23.75,Phone,Regular,Unlimited Freedom,3,90,223.75
241,242,###,Midwest,Store 2,2/12/2017,7,Apple,iPhone 6S Plus,Installment,24,Building Credit,100,22.09,Phone,Promo,Unlimited Freedom,5,120,122.09
242,243,###,North East,Store 5,3/7/2017,10,Apple,iPhone 6S Plus,Installment,24,Good Credit,0,26.25,Phone,Regular,Unlimited Freedom,4,120,26.25
243,244,###,West,Store 8,3/11/2017,10,Android,Samsung S8+,Installment,24,Good Credit,0,35.42,Phone,Promo,Unlimited Freedom,5,120,35.42
244,245,###,North East,Store 5,1/15/2017,3,Android,Samsung S8,Lease,18,Building Credit,225,18.75,Phone,Regular,Unlimited Freedom,5,150,243.75
245,246,###,Midwest,Store 6,1/9/2017,2,Android,HTC 10,Installment,24,Good Credit,0,24,Phone,Regular,Unlimited Freedom,4,120,24
246,247,###,South,Store 11,2/8/2017,6,Apple,iPhone 6S Plus,Installment,24,Building Credit,100,22.09,Phone,Promo,Unlimited Freedom,5,120,122.09
247,248,###,North East,Store 5,2/17/2017,7,Apple,iPhone 7,Installment,24,Building Credit,150,20.84,Phone,Regular,Unlimited Freedom,2,80,170.84
248,249,###,South,Store 11,3/15/2017,11,Android,Samsung S8+,Installment,24,Good Credit,0,35.42,Phone,Regular,Unlimited Freedom,2,80,35.42
249,250,###,North East,Store 1,2/11/2017,6,Android,HTC 10,Installment,24,Good Credit,0,24,Phone,Regular,Unlimited Freedom,3,90,24
250,251,###,South,Store 15,1/11/2017,2,Android,HTC Bolt,Installment,24,Good Credit,0,25,Phone,Regular,Unlimited Freedom,1,60,25
251,252,###,South,Store 7,1/25/2017,4,Apple,iPhone 6S,Installment,24,Building Credit,75,18.96,Phone,Regular,Unlimited Freedom,3,90,93.96
252,253,###,South,Store 11,2/12/2017,7,Apple,iPhone 6S Plus,Installment,24,Building Credit,100,22.09,Phone,Regular,Unlimited Freedom,4,120,122.09
253,254,###,North East,Store 1,1/10/2017,2,Android,Samsung S8,Lease,18,Building Credit,225,18.75,Phone,Regular,Unlimited Freedom,1,60,243.75
254,255,###,South,Store 19,1/2/2017,1,Apple,iPhone 6S,Installment,24,Good Credit,0,22.09,Phone,Regular,Unlimited Freedom,1,60,22.09
255,256,###,West,Store 20,1/11/2017,2,Apple,iPhone 7 Plus,Lease,18,Good Credit,0,32.09,Phone,Promo,Unlimited Freedom,5,120,32.09
256,257,###,North East,Store 1,3/11/2017,10,Android,Samsung S8,Installment,24,Good Credit,0,31.25,Phone,Promo,Unlimited Freedom,1,50,31.25
257,258,###,South,Store 7,1/16/2017,3,Apple,iPhone 7 Plus,Lease,18,Good Credit,0,32.09,Phone,Promo,Unlimited Freedom,1,50,32.09
258,259,###,North East,Store 5,2/21/2017,8,Android,Samsung S8+,Installment,24,Building Credit,250,25,Phone,Regular,Unlimited Freedom,1,60,275
259,260,###,South,Store 15,2/10/2017,6,Apple,iPhone 7,Installment,24,Building Credit,150,20.84,Phone,Regular,Unlimited Freedom,4,120,170.84
260,261,###,Midwest,Store 6,1/3/2017,1,Android,LG Stylo 3,Installment,24,Building Credit,25,9.96,Phone,Regular,Unlimited Freedom,2,80,34.96
261,262,###,North East,Store 17,2/20/2017,8,Android,Samsung J3 Emerge,Installment,24,Building Credit,25,5.96,Phone,Promo,Unlimited Freedom,5,120,30.96
262,263,###,North East,Store 9,3/6/2017,10,Android,Samsung J3 Emerge,Installment,24,Good Credit,0,7,Phone,Regular,Unlimited Freedom,1,60,7
263,264,###,West,Store 20,3/8/2017,10,Android,HTC Bolt,Installment,24,Good Credit,0,25,Phone,Regular,Unlimited Freedom,3,90,25
264,265,###,North East,Store 13,3/18/2017,11,Apple,iPhone 7,Installment,24,Building Credit,150,20.84,Phone,Promo,Unlimited Freedom,5,120,170.84
265,266,###,North East,Store 5,2/3/2017,5,Apple,iPhone 7,Installment,24,Building Credit,150,20.84,Phone,Promo,Unlimited Freedom,1,50,170.84
266,267,###,West,Store 4,3/21/2017,12,Android,HTC Bolt,Installment,24,Good Credit,0,25,Phone,Regular,Unlimited Freedom,4,120,25
267,268,###,West,Store 16,1/17/2017,3,Apple,iPhone 6S,Installment,24,Building Credit,75,18.96,Phone,Promo,Unlimited Freedom,1,50,93.96
268,269,###,South,Store 3,2/8/2017,6,Android,HTC 10,Installment,24,Good Credit,0,24,Phone,Promo,Unlimited Freedom,1,50,24
269,270,###,South,Store 19,2/11/2017,6,Apple,iPhone 7 Plus,Lease,18,Good Credit,0,32.09,Phone,Regular,Unlimited Freedom,4,120,32.09
270,271,###,South,Store 7,2/25/2017,8,Android,Samsung J7 Perx,Installment,24,Good Credit,0,11,Phone,Promo,Unlimited Freedom,1,50,11
271,272,###,West,Store 16,3/13/2017,11,Apple,iPhone 7 Plus,Lease,18,Good Credit,0,32.09,Phone,Regular,Unlimited Freedom,2,80,32.09
272,273,###,Midwest,Store 14,1/9/2017,2,Android,LG Stylo 3,Installment,24,Building Credit,25,9.96,Phone,Regular,Unlimited Freedom,3,90,34.96
273,274,###,South,Store 3,2/24/2017,8,Apple,iPhone 6S,Installment,24,Good Credit,0,22.09,Phone,Promo,Unlimited Freedom,1,50,22.09
274,275,###,West,Store 20,3/28/2017,13,Apple,iPhone 6S Plus,Installment,24,Good Credit,0,26.25,Phone,Regular,Unlimited Freedom,4,120,26.25
275,276,###,Midwest,Store 18,2/22/2017,8,Apple,iPhone 6S,Installment,24,Building Credit,75,18.96,Phone,Regular,Unlimited Freedom,5,150,93.96
276,277,###,South,Store 19,3/13/2017,11,Android,Samsung J3 Emerge,Installment,24,Building Credit,25,5.96,Phone,Regular,Unlimited Freedom,2,80,30.96
277,278,###,North East,Store 13,2/8/2017,6,Android,Samsung S8,Installment,24,Building Credit,225,21.88,Phone,Regular,Unlimited Freedom,3,90,246.88
278,279,###,West,Store 16,3/15/2017,11,Apple,iPhone 7 Plus,Installment,24,Good Credit,0,32.09,Phone,Promo,Unlimited Freedom,1,50,32.09
279,280,###,North East,Store 9,1/21/2017,3,Android,LG Stylo 3,Installment,24,Good Credit,0,11,Phone,Promo,Unlimited Freedom,5,120,11
280,281,###,South,Store 15,1/2/2017,1,Apple,iPhone 7,Installment,24,Building Credit,150,20.84,Phone,Regular,Unlimited Freedom,3,90,170.84
281,282,###,Midwest,Store 14,2/16/2017,7,Android,Samsung S8,Installment,24,Building Credit,225,21.88,Phone,Regular,Unlimited Freedom,2,80,246.88
282,283,###,Midwest,Store 18,3/3/2017,9,Android,Samsung S8,Lease,18,Good Credit,0,31.25,Phone,Regular,Unlimited Freedom,1,60,31.25
283,284,###,North East,Store 1,1/10/2017,2,Android,LG Stylo 3,Installment,24,Building Credit,25,9.96,Phone,Regular,Unlimited Freedom,5,150,34.96
284,285,###,West,Store 8,1/2/2017,1,Apple,iPhone 7,Installment,24,Good Credit,0,27.09,Phone,Regular,Unlimited Freedom,2,80,27.09
285,286,###,South,Store 19,2/1/2017,5,Apple,iPhone 7,Installment,24,Good Credit,0,27.09,Phone,Regular,Unlimited Freedom,4,120,27.09
286,287,###,West,Store 20,2/6/2017,6,Apple,iPhone 6S Plus,Installment,24,Building Credit,100,22.09,Phone,Regular,Unlimited Freedom,4,120,122.09
287,288,###,North East,Store 9,3/9/2017,10,Android,HTC 10,Installment,24,Building Credit,150,20.8,Phone,Regular,Unlimited Freedom,4,120,170.8
288,289,###,Midwest,Store 2,3/22/2017,12,Android,Samsung S8,Lease,18,Good Credit,0,31.25,Phone,Promo,Unlimited Freedom,5,120,31.25
289,290,###,North East,Store 9,2/5/2017,6,Apple,iPhone 7,Lease,18,Building Credit,150,18.76,Phone,Regular,Unlimited Freedom,1,60,168.76
290,291,###,Midwest,Store 6,2/11/2017,6,Android,Samsung S8,Lease,18,Good Credit,0,31.25,Phone,Promo,Unlimited Freedom,5,120,31.25
291,292,###,Midwest,Store 10,2/10/2017,6,Android,HTC Bolt,Installment,24,Building Credit,50,22.92,Phone,Regular,Unlimited Freedom,3,90,72.92
292,293,###,West,Store 8,2/14/2017,7,Apple,iPhone 7 Plus,Installment,24,Building Credit,200,23.75,Phone,Promo,Unlimited Freedom,5,120,223.75
293,294,###,North East,Store 1,3/22/2017,12,Apple,iPhone 7,Installment,24,Good Credit,0,27.09,Phone,Regular,Unlimited Freedom,4,120,27.09
294,295,###,Midwest,Store 2,3/2/2017,9,Apple,iPhone 7,Installment,24,Good Credit,0,27.09,Phone,Promo,Unlimited Freedom,1,50,27.09
295,296,###,Midwest,Store 2,3/9/2017,10,Android,LG G6,Installment,24,Building Credit,200,6.42,Phone,Regular,Unlimited Freedom,5,150,206.42
296,297,###,North East,Store 13,3/4/2017,9,Apple,iPhone 7 Plus,Installment,24,Building Credit,200,23.75,Phone,Regular,Unlimited Freedom,4,120,223.75
297,298,###,South,Store 3,3/28/2017,13,Apple,iPhone 6S Plus,Installment,24,Building Credit,100,22.09,Phone,Promo,Unlimited Freedom,5,120,122.09
298,299,###,North East,Store 9,1/25/2017,4,Apple,iPhone 6S Plus,Installment,24,Building Credit,100,22.09,Phone,Regular,Unlimited Freedom,1,60,122.09
299,300,###,West,Store 16,3/10/2017,10,Apple,iPhone 6S,Installment,24,Building Credit,75,18.96,Phone,Promo,Unlimited Freedom,5,120,93.96
300,301,###,West,Store 4,1/8/2017,2,Android,LG Stylo 3,Installment,24,Building Credit,25,9.96,Phone,Regular,Unlimited Freedom,3,90,34.96
301,302,###,West,Store 8,1/11/2017,2,Android,Samsung S8+,Installment,24,Building Credit,250,25,Phone,Promo,Unlimited Freedom,1,50,275
302,303,###,Midwest,Store 6,1/5/2017,1,Android,Samsung J7 Perx,Installment,24,Good Credit,0,11,Phone,Promo,Unlimited Freedom,1,50,11
303,304,###,Midwest,Store 14,3/4/2017,9,Android,LG Stylo 3,Installment,24,Good Credit,0,11,Phone,Regular,Unlimited Freedom,5,150,11
304,305,###,Midwest,Store 6,2/19/2017,8,Android,Samsung S8+,Installment,24,Good Credit,0,35.42,Phone,Promo,Unlimited Freedom,1,50,35.42
305,306,###,South,Store 11,3/13/2017,11,Android,Samsung S8+,Lease,18,Building Credit,250,21.54,Phone,Regular,Unlimited Freedom,1,60,271.54
306,307,###,North East,Store 1,3/23/2017,12,Android,Samsung S8+,Lease,18,Building Credit,250,21.54,Phone,Regular,Unlimited Freedom,5,150,271.54
307,308,###,North East,Store 1,3/28/2017,13,Android,Samsung S8,Lease,18,Building Credit,225,18.75,Phone,Regular,Unlimited Freedom,5,150,243.75
308,309,###,West,Store 16,1/24/2017,4,Android,Samsung S8,Installment,24,Good Credit,0,31.25,Phone,Regular,Unlimited Freedom,3,90,31.25
309,310,###,South,Store 11,1/1/2017,1,Android,HTC 10,Installment,24,Building Credit,150,20.8,Phone,Promo,Unlimited Freedom,1,50,170.8
310,311,###,South,Store 15,1/7/2017,1,Android,Samsung S8+,Installment,24,Building Credit,250,25,Phone,Regular,Unlimited Freedom,5,150,275
311,312,###,Midwest,Store 6,1/15/2017,3,Apple,iPhone 7,Installment,24,Building Credit,150,20.84,Phone,Promo,Unlimited Freedom,1,50,170.84
312,313,###,North East,Store 17,2/9/2017,6,Apple,iPhone 7 Plus,Lease,18,Building Credit,200,20.98,Phone,Promo,Unlimited Freedom,1,50,220.98
313,314,###,South,Store 11,1/4/2017,1,Apple,iPhone 6S Plus,Installment,24,Good Credit,0,26.25,Phone,Regular,Unlimited Freedom,2,80,26.25
314,315,###,Midwest,Store 10,2/21/2017,8,Android,Samsung J7 Perx,Installment,24,Building Credit,25,9.96,Phone,Regular,Unlimited Freedom,4,120,34.96
315,316,###,North East,Store 17,2/8/2017,6,Android,Samsung S8,Lease,18,Building Credit,225,18.75,Phone,Promo,Unlimited Freedom,1,50,243.75
316,317,###,Midwest,Store 6,3/5/2017,10,Android,LG Stylo 3,Installment,24,Good Credit,0,11,Phone,Regular,Unlimited Freedom,1,60,11
317,318,###,West,Store 12,2/22/2017,8,Apple,iPhone 7 Plus,Installment,24,Good Credit,0,32.09,Phone,Regular,Unlimited Freedom,3,90,32.09
318,319,###,North East,Store 13,2/19/2017,8,Android,Samsung S8+,Installment,24,Building Credit,250,25,Phone,Regular,Unlimited Freedom,3,90,275
319,320,###,Midwest,Store 18,3/1/2017,9,Android,Samsung S8+,Installment,24,Building Credit,250,25,Phone,Promo,Unlimited Freedom,5,120,275
320,321,###,West,Store 4,3/1/2017,9,Android,LG Stylo 3,Installment,24,Building Credit,25,9.96,Phone,Regular,Unlimited Freedom,3,90,34.96
321,322,###,North East,Store 5,1/10/2017,2,Apple,iPhone 6S,Installment,24,Building Credit,75,18.96,Phone,Regular,Unlimited Freedom,3,90,93.96
322,323,###,West,Store 16,2/2/2017,5,Android,Samsung S8+,Lease,18,Good Credit,0,35.42,Phone,Promo,Unlimited Freedom,5,120,35.42
323,324,###,Midwest,Store 18,1/24/2017,4,Apple,iPhone 7 Plus,Lease,18,Building Credit,200,20.98,Phone,Promo,Unlimited Freedom,1,50,220.98
324,325,###,Midwest,Store 6,1/6/2017,1,Android,Samsung J3 Emerge,Installment,24,Building Credit,25,5.96,Phone,Promo,Unlimited Freedom,1,50,30.96
325,326,###,South,Store 11,1/20/2017,3,Android,HTC 10,Installment,24,Good Credit,0,24,Phone,Regular,Unlimited Freedom,3,90,24
